day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2026-02-04,0.36256729136640437,0.11656610105112572,0.8734681774293388,1.4584627049804646,3.0
2026-02-05,0.4814209349213641,0.458432588083755,0.45884775854607723,1.4268364796610034,3.0
2026-02-09,-1.2593832083700938,1.0,1.0630911560549303,1.0,1.0
2026-02-10,0.9691080486207518,1.9002058089820386,-0.3156404099590072,0.6579198022222899,5.0
2026-02-11,-0.1800951308092827,0.7981196337300416,-0.3740652584898219,0.5778536162873829,2.0
2026-02-12,-0.12820331897728487,0.444677388157996,-0.8499482216553055,0.45388087658515436,4.0
2026-02-13,-0.012462346365193784,0.7942527919575311,-0.0984717442966558,0.5622827767412989,8.0
2026-02-14,-1.4314642353501328,0.7499163646766094,0.658955323417241,2.0195342028507146,2.0
2026-02-15,-0.3937637086642239,0.29692589893342275,-0.13513797641269526,0.8997377869875808,2.0
2026-02-16,0.15601031947001953,1.2957931667322702,0.5515863245263587,0.5781853542996235,3.0
2026-02-17,-0.5545603950364099,0.4598334886741928,-0.37910900015405524,0.458253343199064,5.0
2026-02-18,0.16921744305520628,1.2307642476104514,0.4929051130593645,1.0142370671677081,3.0
2026-02-19,-0.3352651658769788,0.6170155619636758,-0.2097127353284784,0.4657729669389794,4.0
2026-02-20,-0.10941073748517265,0.5248092387404767,0.015729758097217883,0.6580798532030441,6.0
2026-02-21,-0.461908212685132,1.0,0.5134994191766663,1.0,1.0
2026-02-22,1.6599853735298729,1.0,0.2285916721492309,1.0,1.0
2026-02-23,-1.400370157580704,0.2843080432061581,-0.25139576299459404,0.5346840927881454,3.0
2026-02-24,-0.47459930032907666,0.7633834784221369,0.42266072677952476,0.9198440696603818,7.0
2026-02-25,-0.41342133084117494,0.2844452717791146,-1.3079560221308613,0.9363966565004006,3.0
2026-02-26,0.5695214914196284,0.8408421130594771,-0.9768625305498735,0.97620874925098,3.0
2026-02-27,-0.5389442371001605,0.6508789109332529,0.8498404899639469,0.7231309017811006,4.0
2026-02-28,-0.5710997214722611,0.9182029770512318,0.11731280028008623,1.4884818469151802,2.0
2026-03-02,0.8922652167912783,1.7714525809396762,0.592741188317577,1.6799314194254436,5.0
2026-03-03,-0.06676400442896137,0.4038698830162416,-0.5310517634444409,0.24036120481076984,4.0
2026-03-04,-0.3414044088760391,0.5757852729474398,-0.5961328699268019,1.7776483471084805,4.0
2026-03-05,-0.27261171805174234,1.7756222089786988,1.0984568517631097,1.0763747158372172,6.0
2026-03-06,0.03984926271801559,1.7056004845512576,0.861289369265354,0.7972568358857031,3.0
2026-03-12,-0.1808835567922572,1.0,-0.7396463853431181,1.0,1.0
2026-03-13,-0.6472946618353456,0.3423126925633264,-0.1190482097218759,0.5318594064088401,3.0
2026-03-14,-0.544847862043996,0.5150243725014937,0.41200469673453083,1.394102085041685,3.0
2026-03-16,0.019777920486656397,1.0,-0.3788846246199775,1.0,1.0
2026-03-20,0.2830883074653387,1.0,0.49101280200563496,1.0,1.0
2026-03-25,0.07945570185182521,0.0018213256890611581,-1.4399420328612784,0.27131538745376194,2.0
2026-03-26,-0.13335809655924857,0.14365305443435608,-1.3702186874756452,0.43423204534109244,4.0
2026-03-27,0.35367260292889496,0.569710055126235,0.04832530999322867,0.6130004170876772,5.0
2026-03-28,0.21603565426444848,0.905076810264546,0.09851688075969178,0.8485335915857092,4.0
2026-03-29,0.09971339239743734,0.026827375022900744,0.8740404415047335,1.4684174526778297,2.0
2026-03-30,-0.1153602243907369,1.102484878957106,-0.12960776023812504,0.3121749183505121,4.0
2026-03-31,-0.29929205056446617,1.0276121049174045,0.7688768626111769,0.964045403460517,5.0
2026-04-01,-0.8447804959869982,0.6730654772684628,0.22887096367971313,0.40397175979687217,2.0
2026-04-02,1.2089585705025954,0.050918360722291306,0.9771956001465122,0.501991469752705,3.0
2026-04-03,-0.4635285927679144,1.1498338197277902,0.2373533379454269,0.9189113937772484,11.0
2026-04-04,-0.7448862788505534,0.4559316693696244,-0.04250510801828744,0.9166964092882576,5.0
2026-04-05,-0.34089452343893234,0.803460324653054,-0.3239116432873728,1.1089802383738756,13.0
2026-04-06,-0.09832392352847859,1.244837500980807,0.36096274713106186,1.0532199372040487,12.0
2026-04-07,-0.13496481241172628,1.1975042133661644,0.1878522811621591,0.8917206315724172,9.0
2026-04-08,0.48474326988860145,0.9097658448363587,0.060872365098454874,1.1651116329911921,5.0
2026-04-09,0.03241671805487221,0.7726530551685543,0.027365814394732867,0.7392651521238752,10.0
2026-04-10,0.6797653107223218,0.8646377172699045,0.04318688604151116,0.7179274707355262,6.0
2026-04-11,-0.10269495737800131,0.6182177431965455,-0.46946268310842304,0.5058253797044342,3.0
2026-04-12,1.5628883600825012,0.21559801874746173,0.1167404984247079,0.08603586956784683,2.0
2026-04-13,-0.17568299371608453,1.438715289587493,0.2067351093557383,1.0191546044335544,16.0
2026-04-14,-0.3437548021155568,1.000142973815424,-0.08395887913404215,1.0629888620139258,18.0
2026-04-15,0.6834837443095895,0.508198746844765,-0.6472224144699152,0.9761358519949603,5.0
2026-04-16,0.3042437430423282,1.051890047683955,0.06702609973728309,1.1021690732205103,12.0
2026-04-17,-0.1959760770962497,1.2029284199228079,0.28531338529606803,1.0133647684257976,14.0
2026-04-18,0.10589170483387936,0.5213671049025201,-0.9887623728707414,0.7995604997593648,5.0
2026-04-19,0.6774552882865301,1.0,1.091589111011475,1.0,1.0
2026-04-20,0.20578336678961276,0.7184652081858965,-0.378968699840116,1.1406913363017397,26.0
2026-04-21,0.014465332193224264,0.9081841611721372,-0.5696817614685888,0.9924953428087109,13.0
2026-04-22,0.31207379780852784,0.8432025760639296,-0.09341969661834366,0.9174157812527556,13.0
2026-04-23,0.31603444979046835,0.7714976158321051,0.11918224391471456,0.741449258211163,11.0
2026-04-24,-0.4180430566925015,1.2782929685067888,0.03793769777153014,0.8851559609423716,24.0
2026-04-25,-0.3582329540503339,0.9070986789940533,-0.12210435519832884,0.8873298274389206,7.0
2026-04-26,0.452595365689572,0.8222886727479913,0.23755874540939345,1.1143299571209455,22.0
2026-04-27,-0.1514257827320399,0.6768035061301778,-0.35489543997414785,1.00357885203595,21.0
2026-04-28,0.2223734419511947,1.6194692472637233,0.4776325666316882,1.47030825408906,9.0
2026-04-29,-0.026544040506286292,0.5995126751144639,-0.4844654213175592,0.8523024537861982,7.0
2026-04-30,0.31871746870380846,0.5929058516349045,0.003071640781321175,1.0583955441155435,8.0
2026-05-01,-0.1826457429494147,0.3688460922664355,-0.8498482180537343,0.5632032885195446,2.0
2026-05-02,0.20339953561181842,0.8698475711431437,0.19371929241519814,0.25581652246057096,6.0
2026-05-03,0.2950286684938938,0.6295341824580432,-0.5979075513125135,0.6006927014347321,7.0
2026-05-04,0.4865076546489605,0.6396580927161967,0.09009282396879126,0.856809034948262,9.0
2026-05-05,0.052492982711703884,0.547126093029684,0.3333383134480967,0.8298027539059664,5.0
2026-05-06,0.04078018201451655,0.610316621035226,0.1016230226043551,0.883935605528092,14.0
2026-05-07,0.279672478810451,0.9464906637494533,0.4995590846765541,0.9197025889347022,12.0
2026-05-08,0.3478054446141954,0.7224806638210713,-0.03313364306982123,1.1161333416428794,24.0
2026-05-09,-0.3955102876686901,0.29644190322829495,0.18080213117359706,0.21801507911764823,2.0
2026-05-10,-0.10641830426756861,0.7996143178794315,-0.26043212131048676,1.2772007297333319,6.0
2026-05-11,1.4182516403113998,0.491628529353643,0.4838580422381148,0.4573743025606729,4.0
2026-05-12,-0.11265197778815196,0.695528126314818,-0.3986223650934616,0.7923637130302142,7.0
2026-05-13,0.06101294846808288,0.23142616272033942,-0.4474561142086863,0.6308503914433753,7.0
2026-05-14,-0.4802089223720497,1.1428837572006088,0.1400103798730883,1.223555200771934,5.0
2026-05-15,0.006520320033105585,0.8957999931156293,0.058468791029629465,0.8011205471012027,13.0
2026-05-16,-0.4344543215509533,0.785568946041684,-0.5965075353982682,0.2397241787344234,3.0
2026-05-17,0.09110451070003561,0.9549428199030053,0.07364927499473592,1.193511181127275,16.0
2026-05-18,0.14587077718793784,0.893208654644878,0.010248508301704715,0.6920983740983245,13.0
2026-05-19,0.18224213510215476,0.9963063638432224,-0.012867740796764907,1.247086655624522,17.0
2026-05-20,-0.31012167250446143,0.8280128621247613,-0.17274440324491566,0.8449379683135588,11.0
2026-05-21,-0.026495995559109087,0.5663362997352056,-0.26406239681483257,0.7368586448267814,8.0
2026-05-22,-0.3085871099347547,0.5083494036679873,0.1745475763561069,0.4015314333481836,7.0
2026-05-23,-2.0260943220710175,3.4864013384664894,1.3780595062300527,1.8079694323859394,3.0
2026-05-24,-0.5262906280067776,1.0,-1.18877106278559,1.0,1.0
2026-05-25,-1.9911487213258035,0.5871358911859078,1.2199602024766345,0.2492553009976312,2.0
2026-05-26,-1.3844740455340052,1.0,0.5856940606439526,1.0,1.0
2026-05-28,0.9848822183856856,0.6768137406132788,0.4555245439613073,0.1833077691534631,2.0
2026-05-29,0.12908963474655427,1.0,0.31004989157782614,1.0,1.0
2026-05-30,-0.5015994492131329,0.6797442960963358,-0.3230288418321705,1.3157461950694658,3.0
2026-05-31,0.7720083090463238,1.0,0.07341555232396721,1.0,1.0
2026-06-03,0.18178838486578,1.0,-0.9769215107074813,1.0,1.0
